region,year,main_histclim,main_fulladapt,main_diff,clipped_histclim,clipped_fulladapt,clipped_diff,unclipped_histclim,unclipped_fulladapt,unclipped_diff
USA.14.608,2048,11.321707,12.324762,1.0030549999999998,-4.14027,-4.6549287,-0.5146587,-6.0393167000000005,-6.553975599999999,-0.5146588999999988
USA.14.608,2049,10.64558,11.983089,1.337508999999999,-3.7309623,-4.49286,-0.7618977000000005,-5.683871,-6.4457684,-0.7618974000000005
USA.14.608,2050,10.622337,12.563687,1.94135,-3.7153735,-4.816118,-1.1007445000000002,-5.719537,-6.820281,-1.1007439999999997
USA.14.608,2051,11.157291,12.342118,1.1848269999999985,-4.010924,-4.696895,-0.6859709999999994,-6.064624,-6.750595599999999,-0.6859715999999985
USA.14.608,2052,10.754649,12.448596,1.6939469999999996,-3.7937830000000003,-4.7863026,-0.9925195999999996,-5.895303,-6.8878226,-0.9925195999999996
USA.14.608,2053,10.824367,11.620797,0.7964299999999991,-3.8417027000000004,-4.5137634,-0.6720606999999998,-5.9893246,-6.661385000000001,-0.6720604000000012
USA.14.608,2054,10.754649,12.947749,2.1930999999999994,-3.804265,-5.133335,-1.3290699999999998,-5.996271,-7.325341000000001,-1.3290700000000006
USA.14.608,2055,11.157291,11.92742,0.770128999999999,-4.0397015,-4.521649,-0.4819475000000004,-6.2743745,-6.756322,-0.48194749999999953
USA.14.608,2056,10.622337,12.216192,1.5938549999999996,-3.7435472,-4.8002,-1.0566528000000002,-6.0197296,-7.0763826000000005,-1.0566530000000007
USA.14.608,2057,10.64558,11.130460000000001,0.4848800000000004,-3.7706356,-4.3445253,-0.5738897000000001,-6.087169,-6.661059,-0.5738899999999996
USA.14.608,2058,11.321707,12.554517,1.2328100000000006,-4.232166,-5.0585985,-0.8264325000000001,-6.587892999999999,-7.4143257,-0.8264327000000007
USA.14.608,2059,11.101632,12.4330225,1.3313904999999995,-4.036067,-4.9171,-0.8810329999999995,-6.42983,-7.310863,-0.8810330000000004
USA.14.608,2060,11.186911,12.339132000000001,1.1522210000000008,-4.0834413,-4.9404335,-0.8569922000000005,-6.5140824,-7.3710747,-0.8569922999999999
USA.14.608,2061,10.774067,11.509196000000001,0.7351290000000006,-3.8495398,-4.501222599999999,-0.6516827999999992,-6.3162684,-6.967951299999999,-0.6516828999999991
USA.14.608,2062,11.77934,11.8389635,0.05962350000000072,-4.471671,-4.6477633,-0.17609230000000053,-6.9736970000000005,-7.149789299999999,-0.17609229999999876
USA.14.608,2063,11.801827000000001,11.999857,0.19802999999999926,-4.4994629999999995,-4.724286599999999,-0.22482359999999968,-7.0359955,-7.2608194,-0.22482389999999963
USA.14.608,2064,11.002751,11.838078999999999,0.8353279999999987,-4.039443,-4.7236376,-0.6841945999999997,-6.6096916,-7.293886,-0.6841944
USA.14.608,2065,10.1780405,12.661688999999999,2.4836484999999993,-3.4994445,-5.148162999999999,-1.6487184999999993,-6.102619,-7.7513369999999995,-1.6487179999999997
USA.14.608,2066,9.552402,12.677746,3.125344,-3.1235144,-5.1536503,-2.0301359,-5.758811,-7.788947,-2.0301360000000006
USA.14.608,2067,11.054727999999999,11.0922,0.03747200000000106,-4.0409265,-4.558577,-0.5176504999999993,-6.707541,-7.225192,-0.5176509999999999
USA.14.608,2068,10.059778,11.480654,1.4208759999999998,-3.4528034,-4.6734805,-1.2206771,-6.1499324,-7.3706097999999995,-1.2206773999999996
USA.14.608,2069,10.503514,11.105638,0.6021240000000017,-3.7815363,-4.57294,-0.7914037,-6.508376,-7.29978,-0.791404
USA.14.608,2070,10.344852000000001,11.566086,1.221233999999999,-3.6254003,-4.740163,-1.1147627,-6.381147,-7.495909700000001,-1.1147627000000009
USA.14.608,2071,10.363091,11.478228,1.115136999999999,-3.6360574,-4.702547,-1.0664896000000001,-6.419864,-7.4863539999999995,-1.06649
USA.14.608,2072,11.139412,12.444175,1.3047629999999995,-4.1104975,-5.206341,-1.0958435,-6.921517999999999,-8.017362,-1.0958440000000014
USA.14.608,2073,10.20283,12.390835000000001,2.1880050000000004,-3.5287178,-5.1285940000000005,-1.5998762000000006,-6.3661056,-7.965982,-1.5998764000000003
USA.14.608,2074,10.118307000000001,11.590575999999999,1.4722689999999972,-3.4793741999999996,-4.8031697,-1.3237955000000001,-6.342283,-7.666078,-1.3237949999999996
USA.14.608,2075,9.786313999999999,11.213339999999999,1.4270259999999997,-3.2692165,-4.717975599999999,-1.4487590999999989,-6.156799299999999,-7.6055584000000005,-1.448759100000001
USA.14.608,2076,10.826078,11.132475,0.3063969999999987,-3.9391294,-4.5914364,-0.652307,-6.8507940000000005,-7.503101299999999,-0.6523072999999986
USA.14.608,2077,11.011214,11.38397,0.372755999999999,-4.0963182,-4.6604915,-0.5641733000000002,-7.0314727,-7.595646400000001,-0.5641737000000004
USA.14.608,2078,10.826078,11.737565,0.9114869999999993,-3.9449263,-4.861344,-0.9164176999999998,-6.902978999999999,-7.8193965,-0.9164175000000006
USA.14.608,2079,9.786313999999999,12.824603,3.0382890000000007,-3.2704945,-5.5622907,-2.2917962000000003,-6.2508526,-8.542648,-2.2917954
USA.14.608,2080,10.118307000000001,11.968886999999999,1.8505799999999972,-3.4861722,-5.115108,-1.6289358000000003,-6.4882436,-8.117179,-1.6289354000000005
USA.14.608,2081,10.20283,11.669677,1.4668469999999996,-3.5393147000000003,-4.961086,-1.4217712999999996,-6.562577,-7.984348,-1.4217709999999997
USA.14.608,2082,11.139412,13.145366000000001,2.005954000000001,-4.14647,-5.7161599999999995,-1.5696899999999996,-7.190400599999999,-8.760091000000001,-1.5696904000000016
USA.14.608,2083,10.363091,12.185699000000001,1.8226080000000007,-3.6575782,-5.1887550000000005,-1.5311768000000003,-6.7216554,-8.252832000000001,-1.531176600000001
USA.14.608,2084,10.344852000000001,12.150944,1.8060919999999996,-3.6502159,-5.1306987,-1.4804827999999999,-6.7339168,-8.214399,-1.4804822
USA.14.608,2085,10.503514,13.028116,2.5246020000000016,-3.8227277,-5.5641985,-1.7414707999999997,-6.92553,-8.667000999999999,-1.7414709999999989
USA.14.608,2086,10.059778,11.703932,1.6441540000000003,-3.4730594,-4.9431915,-1.4701321000000003,-6.594506,-8.064638,-1.4701320000000004
USA.14.608,2087,11.054727999999999,11.884294,0.8295660000000016,-4.1103926,-5.067436,-0.9570433999999999,-7.2500257,-8.207069,-0.9570433000000005
USA.14.608,2088,9.552402,12.645425999999999,3.093023999999998,-3.1178756,-5.3744097,-2.2565341,-6.2752376,-8.531772,-2.2565344000000005
USA.14.608,2089,10.1780405,12.955442999999999,2.777402499999999,-3.5303786,-5.6473346,-2.1169559999999996,-6.705013,-8.821969000000001,-2.116956000000001
USA.14.608,2090,11.002751,12.904666,1.9019150000000007,-4.135432,-5.772259,-1.6368270000000003,-7.326881,-8.963708,-1.6368270000000003
USA.14.608,2091,11.801827000000001,12.206612,0.4047849999999986,-4.657068700000001,-5.3542557,-0.6971869999999996,-7.864964,-8.562151,-0.6971870000000004
USA.14.608,2092,11.77934,11.227844000000001,-0.5514959999999984,-4.638051,-4.7516065,-0.11355550000000036,-7.8620253,-7.9755807,-0.11355540000000008
USA.14.608,2093,10.774067,11.5338545,0.7597874999999998,-3.9411302000000004,-5.0428357,-1.1017055,-7.1808147,-8.28252,-1.1017052999999999
USA.14.608,2094,11.186911,9.585536,-1.6013750000000009,-4.2158656,-4.0428596,0.173006,-7.470892999999999,-7.297886999999999,0.173006
USA.14.608,2095,11.101632,10.220101,-0.8815310000000007,-4.1712465,-4.5240808,-0.3528343000000005,-7.441248,-7.794082,-0.35283400000000054
USA.14.608,2096,11.321707,10.347455,-0.9742519999999999,-4.419121700000001,-4.4373345,-0.018212799999999696,-7.703935,-7.722148,-0.01821299999999937
USA.14.608,2097,10.64558,13.28946,2.6438799999999993,-3.8778782,-5.933065,-2.0551868,-7.177341499999999,-9.232529,-2.0551875000000006
USA.14.608,2098,10.622337,11.421725,0.7993880000000004,-3.851032,-4.9277368,-1.0767048,-7.1649823,-8.241686999999999,-1.0767046999999987
USA.14.608,2099,11.157291,13.255275,2.0979839999999985,-4.213603,-5.995410400000001,-1.7818074000000008,-7.541877700000001,-9.323686,-1.7818082999999998
USA.14.608,2100,10.754649,12.235272,1.4806229999999996,-3.9375312000000005,-5.182351000000001,-1.2448198000000001,-7.2799687,-8.524789,-1.2448202999999998
USA.14.608,1981,11.011214,11.011214,0.0,-3.6846544999999997,-3.6846544999999997,0.0,-3.9481335,-3.9481335,0.0
USA.14.608,1982,10.826078,10.826078,0.0,-3.6081836000000003,-3.6081836000000003,0.0,-3.8716626000000005,-3.8716626000000005,0.0
USA.14.608,1983,9.786313999999999,9.786313999999999,0.0,-3.2330666,-3.2330666,0.0,-3.4965453,-3.4965453,0.0
USA.14.608,1984,10.118307000000001,10.118307000000001,0.0,-3.3523927000000002,-3.3523927000000002,0.0,-3.6158717000000005,-3.6158717000000005,0.0
USA.14.608,1985,10.20283,10.20283,0.0,-3.381975,-3.381975,0.0,-3.6454537000000005,-3.6454537000000005,0.0
USA.14.608,1986,11.139412,11.139412,0.0,-3.7170360000000002,-3.7170360000000002,0.0,-3.9805148,-3.9805148,0.0
USA.14.608,1987,10.363091,10.363091,0.0,-3.4425312999999993,-3.4425312999999993,0.0,-3.70601,-3.70601,0.0
USA.14.608,1988,10.344852000000001,10.344852000000001,0.0,-3.4368160000000003,-3.4368160000000003,0.0,-3.7002949999999997,-3.7002949999999997,0.0
USA.14.608,1989,10.503514,10.503514,0.0,-3.5116453,-3.5116453,0.0,-3.775124,-3.775124,0.0
USA.14.608,1990,10.059778,10.059778,0.0,-3.3366260000000003,-3.3366260000000003,0.0,-3.6001047999999995,-3.6001047999999995,0.0
USA.14.608,1991,11.054727999999999,11.054727999999999,0.0,-3.6880078000000003,-3.6880078000000003,0.0,-3.9514867999999996,-3.9514867999999996,0.0
USA.14.608,1992,9.552402,9.552402,0.0,-3.1491325,-3.1491325,0.0,-3.4126114999999997,-3.4126114999999997,0.0
USA.14.608,1993,10.1780405,10.1780405,0.0,-3.3727934,-3.3727934,0.0,-3.6362722,-3.6362722,0.0
USA.14.608,1994,11.002751,11.002751,0.0,-3.6829962999999997,-3.6829962999999997,0.0,-3.946475,-3.946475,0.0
USA.14.608,1995,11.801827000000001,11.801827000000001,0.0,-3.9658535,-3.9658535,0.0,-4.2293324,-4.2293324,0.0
USA.14.608,1996,11.77934,11.77934,0.0,-3.9557765,-3.9557765,0.0,-4.219255400000001,-4.219255400000001,0.0
USA.14.608,1997,10.774067,10.774067,0.0,-3.5884687999999993,-3.5884687999999993,0.0,-3.8519474999999996,-3.8519474999999996,0.0
USA.14.608,1998,11.186911,11.186911,0.0,-3.735322,-3.735322,0.0,-3.9988010000000003,-3.9988010000000003,0.0
USA.14.608,1999,11.101632,11.101632,0.0,-3.7074225,-3.7074225,0.0,-3.9709015,-3.9709015,0.0
USA.14.608,2000,11.321707,11.321707,0.0,-3.8111525,-3.8111525,0.0,-4.074631,-4.074631,0.0
USA.14.608,2001,10.64558,10.64558,0.0,-3.5466367999999995,-3.5466367999999995,0.0,-3.8101156,-3.8101156,0.0
USA.14.608,2002,10.622337,10.622337,0.0,-3.5350857,-3.5350857,0.0,-3.7985647000000005,-3.7985647000000005,0.0
USA.14.608,2003,11.157291,11.157291,0.0,-3.7262477999999994,-3.7262477999999994,0.0,-3.9897267999999997,-3.9897267999999997,0.0
USA.14.608,2004,10.754649,10.754649,0.0,-3.580864,-3.580864,0.0,-3.844343,-3.844343,0.0
USA.14.608,2005,10.824367,10.824367,0.0,-3.6072172999999994,-3.6072172999999994,0.0,-3.8706959999999997,-3.8706959999999997,0.0
USA.14.608,2006,10.754649,10.956919000000001,0.2022700000000004,-3.580864,-3.6541156999999997,-0.0732516999999997,-3.844343,-3.9175943999999996,-0.07325139999999974
USA.14.608,2007,11.157291,11.793952,0.6366610000000001,-3.7262477999999994,-3.95485,-0.22860220000000053,-3.9897267999999997,-4.218329,-0.2286022000000001
USA.14.608,2008,10.622337,12.309785,1.6874479999999998,-3.5350857,-4.1360445,-0.6009587999999995,-3.7985647000000005,-4.3995233,-0.6009585999999998
USA.14.608,2009,10.64558,11.517301,0.8717209999999991,-3.5466367999999995,-3.8561160000000005,-0.30947920000000106,-3.8101156,-4.1195949999999995,-0.3094793999999994
USA.14.608,2010,11.321707,10.886297,-0.4354099999999992,-3.8111525,-3.6350392999999994,0.17611320000000052,-4.074631,-3.898518,0.17611299999999996
USA.14.608,2011,11.101632,11.181369,0.07973699999999972,-3.7074225,-3.7608042,-0.05338170000000009,-3.9709015,-4.0242830000000005,-0.053381500000000415
USA.14.608,2012,11.186911,12.261231,1.0743200000000002,-3.735322,-4.1328864,-0.39756440000000026,-3.9988010000000003,-4.396365,-0.39756400000000003
USA.14.608,2013,10.774067,11.724477,0.9504099999999998,-3.5884687999999993,-3.9607434,-0.3722746000000008,-3.8519474999999996,-4.224222,-0.3722745000000005
USA.14.608,2014,11.77934,11.425682,-0.35365799999999936,-3.9557765,-3.822394,0.13338249999999974,-4.219255400000001,-4.0858726999999995,0.1333827000000012
USA.14.608,2015,11.801827000000001,11.520904,-0.28092300000000137,-3.9658535,-3.8666732,0.0991803,-4.2293324,-4.130152,0.09918039999999984
USA.14.608,2016,11.002751,12.085192999999999,1.0824419999999986,-3.6925932999999995,-4.0906625,-0.3980692000000001,-4.018180999999999,-4.4162498,-0.3980688000000008
USA.14.608,2017,10.1780405,11.631513,1.4534725000000002,-3.3794127,-3.953475,-0.5740623,-3.7651730000000003,-4.3392352999999995,-0.5740622999999991
USA.14.608,2018,9.552402,10.973125999999999,1.420723999999998,-3.1471748,-3.7288108,-0.581636,-3.5918987,-4.173534399999999,-0.5816356999999992
USA.14.608,2019,11.054727999999999,11.614954,0.5602260000000001,-3.7231657999999994,-3.9583519,-0.2351861000000004,-4.226046599999999,-4.4612327,-0.23518610000000084
USA.14.608,2020,10.059778,11.899753,1.8399750000000008,-3.3508039,-4.0997567,-0.7489528000000005,-3.9112769999999997,-4.66023,-0.7489530000000006
USA.14.608,2021,10.503514,11.693944,1.190430000000001,-3.5501489999999998,-4.050001600000001,-0.499852600000001,-4.1650599999999995,-4.6649127,-0.4998527000000008
USA.14.608,2022,10.344852000000001,10.930275,0.5854229999999987,-3.4673483,-3.7222612,-0.25491290000000033,-4.1343309999999995,-4.389244000000001,-0.25491300000000106
USA.14.608,2023,10.363091,10.828949,0.465857999999999,-3.4773734,-3.6765199,-0.19914650000000034,-4.194608000000001,-4.3937545,-0.19914649999999945
USA.14.608,2024,11.139412,10.934457,-0.204955,-3.794658,-3.8128495000000004,-0.01819150000000036,-4.5607142,-4.578906,-0.018191800000000313
USA.14.608,2025,10.20283,11.696421,1.4935910000000003,-3.4133457999999997,-4.04929,-0.6359442000000004,-4.2270803,-4.8630247,-0.6359444000000005
USA.14.608,2026,10.118307000000001,11.1739645,1.0556574999999988,-3.3814998,-3.8438168,-0.4623170000000001,-4.2408285,-4.7031455,-0.46231699999999964
USA.14.608,2027,9.786313999999999,11.848671000000001,2.062357000000002,-3.2418795,-4.1649923,-0.9231127999999997,-4.1450863,-5.068199,-0.9231126999999999
USA.14.608,2028,10.826078,11.135661,0.30958299999999994,-3.6934357,-3.8566275,-0.1631917999999999,-4.6390910000000005,-4.802283,-0.16319199999999956
USA.14.608,2029,11.011214,10.724684,-0.28653000000000084,-3.7961223,-3.6777952000000003,0.11832709999999969,-4.783021499999999,-4.6646943,0.11832719999999952
USA.14.608,2030,10.826078,12.310089999999999,1.484011999999998,-3.7036163999999996,-4.377955,-0.6743386000000005,-4.730736299999999,-5.405075,-0.6743387000000007
USA.14.608,2031,9.786313999999999,12.006713000000001,2.2203990000000022,-3.2441204,-4.235328,-0.9912076000000001,-4.3099957,-5.3012037,-0.9912080000000003
USA.14.608,2032,10.118307000000001,11.858358,1.7400509999999993,-3.393421,-4.18385,-0.7904289999999996,-4.496786,-5.287215,-0.7904289999999996
USA.14.608,2033,10.20283,11.9492855,1.7464554999999997,-3.4319330000000003,-4.2339764,-0.8020434000000001,-4.571688,-5.3737316,-0.8020436000000002
USA.14.608,2034,11.139412,11.192012,0.05259999999999998,-3.8578462999999994,-3.9373763,-0.07953000000000054,-5.033028599999999,-5.112559,-0.07953040000000122
USA.14.608,2035,10.363091,11.564461999999999,1.2013709999999982,-3.5151927000000005,-4.136721,-0.6215282999999991,-4.7249550000000005,-5.3464837,-0.6215286999999998
USA.14.608,2036,10.344852000000001,12.007579,1.6627269999999985,-3.510961,-4.311195400000001,-0.8002344000000008,-4.754316,-5.55455,-0.8002339999999997
USA.14.608,2037,10.503514,11.375085,0.8715710000000012,-3.6225870000000002,-4.059428700000001,-0.43684170000000044,-4.898657,-5.3354989999999995,-0.4368419999999995
USA.14.608,2038,10.059778,12.262737,2.202959,-3.3864894,-4.424229,-1.0377396000000005,-4.694491,-5.7322307,-1.0377396999999995
USA.14.608,2039,11.054727999999999,12.739499,1.6847710000000014,-3.8459902,-4.6758370000000005,-0.8298468000000003,-5.185221,-6.015068,-0.829847
USA.14.608,2040,9.552402,11.963511,2.4111089999999997,-3.1371827000000003,-4.3393239999999995,-1.2021412999999992,-4.507010500000001,-5.7091517,-1.202141199999999
USA.14.608,2041,10.1780405,12.467029,2.2889885000000003,-3.4366653,-4.6293073,-1.1926419999999998,-4.880084,-6.072726,-1.1926420000000002
USA.14.608,2042,11.002751,11.498267,0.4955160000000003,-3.8764477,-4.204803500000001,-0.32835580000000064,-5.3918605,-5.7202163,-0.32835579999999975
USA.14.608,2043,11.801827000000001,11.963849,0.16202199999999856,-4.276276599999999,-4.4549866,-0.1787100000000006,-5.8620872,-6.0407968,-0.17870959999999947
USA.14.608,2044,11.77934,11.613703,-0.16563700000000026,-4.2763762000000005,-4.227435,0.048941200000000684,-5.930987,-5.8820457,0.048941300000000076
USA.14.608,2045,10.774067,11.24705,0.47298299999999927,-3.7612722,-4.1153374,-0.3540651999999995,-5.483086599999999,-5.8371515,-0.3540649000000009
USA.14.608,2046,11.186911,11.956756,0.7698450000000001,-3.9794886,-4.4651510000000005,-0.4856624000000007,-5.762988,-6.24865,-0.4856619999999996
