temp,risk,bins,poly_2,poly_3,poly_4,spline
-3.5999999,low,-18.214924,-28.690508,-20.854517,-27.097971,-1.5299042
-3.5,high,-100.39586,-171.18895,-114.2308,-115.81471,-22.154451
-3.5,low,-18.214924,-28.593166,-20.960007,-26.940836,-1.5249045
-3.4000001,high,-100.39586,-170.26463,-114.38438,-115.91988,-22.081814
-3.4000001,low,-18.214924,-28.49585,-21.06337,-26.786802,-1.5199049
-3.3,high,-100.39586,-169.3427,-114.53037,-116.01831,-22.009176
-3.3,low,-18.214924,-28.398554,-21.164616,-26.635822,-1.5149051
-3.2,high,-100.39586,-168.42316,-114.66882,-116.11003,-21.936539
-3.2,low,-18.214924,-28.301283,-21.263754,-26.48785,-1.5099055
-3.0999999,high,-100.39586,-167.50601,-114.79976,-116.19507,-21.863901
-3.0999999,low,-18.214924,-28.204035,-21.360794,-26.342844,-1.5049057
-3,high,-100.39586,-166.59125,-114.92323,-116.27345,-21.791264
-3,low,-18.214924,-28.106812,-21.455748,-26.200758,-1.4999061
-2.9000001,high,-100.39586,-165.67886,-115.03928,-116.34523,-21.718626
-2.9000001,low,-18.214924,-28.009611,-21.54862,-26.061544,-1.4949064
-2.8,high,-100.39586,-164.76888,-115.14796,-116.41042,-21.645988
-2.8,low,-18.214924,-27.912434,-21.639427,-25.925163,-1.4899067
-2.7,high,-100.39586,-163.86127,-115.24929,-116.46906,-21.573351
-2.7,low,-18.214924,-27.815279,-21.728172,-25.791571,-1.484907
-2.5999999,high,-100.39586,-162.95605,-115.34332,-116.52119,-21.500713
-2.5999999,low,-18.214924,-27.718149,-21.814871,-25.660719,-1.4799073
-2.5,high,-100.39586,-162.05324,-115.43009,-116.56683,-21.428076
-2.5,low,-18.214924,-27.621042,-21.899529,-25.53257,-1.4749076
-2.4000001,high,-100.39586,-161.1528,-115.50964,-116.60601,-21.355438
-2.4000001,low,-18.214924,-27.523958,-21.982159,-25.407076,-1.469908
-2.3,high,-100.39586,-160.25476,-115.58202,-116.63879,-21.282801
-2.3,low,-18.214924,-27.426899,-22.062767,-25.284197,-1.4649082
-2.2,high,-100.39586,-159.3591,-115.64725,-116.66517,-21.210163
-2.2,low,-18.214924,-27.329863,-22.141365,-25.163889,-1.4599086
-2.0999999,high,-100.39586,-158.46582,-115.70539,-116.6852,-21.137526
-2.0999999,low,-18.214924,-27.232849,-22.217964,-25.046108,-1.4549088
-2,high,-100.39586,-157.57495,-115.75647,-116.69892,-21.064888
-2,low,-18.214924,-27.13586,-22.292572,-24.930817,-1.4499092
-1.9,high,-100.39586,-156.68645,-115.80054,-116.70635,-20.99225
-1.9,low,-18.214924,-27.038895,-22.3652,-24.817968,-1.4449096
-1.8,high,-100.39586,-155.80035,-115.83762,-116.70753,-20.919613
-1.8,low,-18.214924,-26.941952,-22.435856,-24.707525,-1.4399098
-1.7,high,-100.39586,-154.91664,-115.86778,-116.70248,-20.846975
-1.7,low,-18.214924,-26.845034,-22.504551,-24.599443,-1.4349102
-1.6,high,-100.39586,-154.03531,-115.89104,-116.69125,-20.774338
-1.6,low,-18.214924,-26.748138,-22.571295,-24.493683,-1.4299104
-1.5,high,-100.39586,-153.15637,-115.90746,-116.67387,-20.7017
-1.5,low,-18.214924,-26.651266,-22.636095,-24.390202,-1.4249108
-1.4,high,-100.39586,-152.27982,-115.91705,-116.65037,-20.629063
-1.4,low,-18.214924,-26.554417,-22.698965,-24.288961,-1.419911
-1.3,high,-100.39586,-151.40565,-115.91988,-116.62077,-20.556425
-1.3,low,-18.214924,-26.457592000000002,-22.759912,-24.189919,-1.4149114
-1.2,high,-100.39586,-150.53387,-115.91598,-116.58513,-20.483788
-1.2,low,-18.214924,-26.36079,-22.818947,-24.093037,-1.4099118
-1.1,high,-100.39586,-149.66449,-115.90538,-116.54346,-20.41115
-1.1,low,-18.214924,-26.264013,-22.87608,-23.998272,-1.404912
-1,high,-100.39586,-148.7975,-115.88814,-116.49581,-20.338512
-1,low,-18.214924,-26.167259,-22.931318,-23.905588,-1.3999124
-0.89999998,high,-100.39586,-147.93289,-115.86429,-116.44221,-20.265875
-0.89999998,low,-18.214924,-26.070528,-22.984674,-23.814945,-1.3949126
-0.80000001,high,-100.39586,-147.07066,-115.83387,-116.38268,-20.193237
-0.80000001,low,-18.214924,-25.97382,-23.036158,-23.726303,-1.389913
-0.69999999,high,-100.39586,-146.21085,-115.79692,-116.31728,-20.1206
-0.69999999,low,-18.214924,-25.877136,-23.085775,-23.639622,-1.3849133
-0.60000002,high,-100.39586,-145.35339,-115.75349,-116.24601,-20.047962
-0.60000002,low,-18.214924,-25.780476,-23.133541,-23.554867,-1.3799136
-0.5,high,-100.39586,-144.49834,-115.70361,-116.16892,-19.975325
-0.5,low,-18.214924,-25.683838,-23.179461,-23.471996,-1.3749139
-0.40000001,high,-100.39586,-143.64568,-115.64732,-116.08605,-19.902687
-0.40000001,low,-18.214924,-25.587225,-23.223547,-23.390972,-1.3699142
-0.30000001,high,-100.39586,-142.79539,-115.58467,-115.99743,-19.83005
-0.30000001,low,-18.214924,-25.490635,-23.265808,-23.31176,-1.3649145
-0.2,high,-100.39586,-141.94751,-115.5157,-115.90308,-19.757412
-0.2,low,-18.214924,-25.394068,-23.306255,-23.23432,-1.3599149
-0.1,high,-100.39586,-141.10201,-115.44044,-115.80305,-19.684774
-0.1,low,-18.214924,-25.297525,-23.344896,-23.158613,-1.3549151
0,high,-50.046547,-140.2589,-115.35895,-115.69738,-19.612137
0,low,-31.839207,-25.201006,-23.381741,-23.084606,-1.3499155
0.1,high,-50.046547,-139.41817,-115.27125,-115.58608,-19.539499
0.1,low,-31.839207,-25.104509,-23.416801,-23.012259,-1.3449157
0.2,high,-50.046547,-138.57983,-115.17739,-115.4692,-19.466862
0.2,low,-31.839207,-25.008038,-23.450085,-22.941536,-1.3399161
0.30000001,high,-50.046547,-137.7439,-115.07741,-115.34677,-19.394224
0.30000001,low,-31.839207,-24.911587,-23.481604,-22.872402,-1.3349164
0.40000001,high,-50.046547,-136.91032,-114.97134,-115.21883,-19.321587
0.40000001,low,-31.839207,-24.815163,-23.511364,-22.804821,-1.3299167
0.5,high,-50.046547,-136.07916,-114.85925,-115.0854,-19.248949
0.5,low,-31.839207,-24.71876,-23.539379,-22.738756,-1.3249171
0.60000002,high,-50.046547,-135.25038,-114.74115,-114.94652,-19.176311
0.60000002,low,-31.839207,-24.622381,-23.565657,-22.674171,-1.3199173
0.69999999,high,-50.046547,-134.42398,-114.6171,-114.80222,-19.103674
0.69999999,low,-31.839207,-24.526026,-23.590208,-22.611034,-1.3149177
0.80000001,high,-50.046547,-133.59998,-114.48713,-114.65255,-19.031036
0.80000001,low,-31.839207,-24.429693,-23.613041,-22.549307,-1.3099179
0.89999998,high,-50.046547,-132.77837,-114.35128,-114.49754,-18.958399
0.89999998,low,-31.839207,-24.333385,-23.634167,-22.488956,-1.3049183
1,high,-50.046547,-131.95914,-114.20959,-114.3372,-18.885761
1,low,-31.839207,-24.237101,-23.653595,-22.429947,-1.2999187
1.1,high,-50.046547,-131.1423,-114.06212,-114.17159,-18.813124
1.1,low,-31.839207,-24.140841000000002,-23.671333,-22.372244,-1.2949189
1.2,high,-50.046547,-130.32785,-113.90889,-114.00074,-18.740486
1.2,low,-31.839207,-24.044601,-23.687395,-22.315815,-1.2899193
1.3,high,-50.046547,-129.51578,-113.74995,-113.82468,-18.667849
1.3,low,-31.839207,-23.948387,-23.701788,-22.260626,-1.2849195
1.4,high,-50.046547,-128.70612,-113.58533,-113.64343,-18.595211
1.4,low,-31.839207,-23.852198,-23.714521,-22.206642,-1.2799199
1.5,high,-50.046547,-127.89883,-113.41508,-113.45705,-18.522573
1.5,low,-31.839207,-23.756029,-23.725605,-22.153833,-1.2749201
1.6,high,-50.046547,-127.09393,-113.23924,-113.26556,-18.449936
1.6,low,-31.839207,-23.659885,-23.73505,-22.102163,-1.2699205
1.7,high,-50.046547,-126.29142,-113.05785,-113.069,-18.377298
1.7,low,-31.839207,-23.563766,-23.742867,-22.0516,-1.2649208
1.8,high,-50.046547,-125.4913,-112.87096,-112.8674,-18.304661
1.8,low,-31.839207,-23.467669,-23.749062,-22.002113,-1.2599211
1.9,high,-50.046547,-124.69357,-112.67859,-112.66079,-18.232023
1.9,low,-31.839207,-23.371595,-23.753647,-21.953667,-1.2549214
2,high,-50.046547,-123.89822,-112.4808,-112.44922,-18.159386
2,low,-31.839207,-23.275545,-23.756632,-21.906233,-1.2499217
2.0999999,high,-50.046547,-123.10527,-112.27761,-112.2327,-18.086748
2.0999999,low,-31.839207,-23.17952,-23.758026,-21.859777,-1.244922
2.2,high,-50.046547,-122.3147,-112.06908,-112.01129,-18.014111
2.2,low,-31.839207,-23.083517,-23.757841,-21.81427,-1.2399224
2.3,high,-50.046547,-121.52653,-111.85525,-111.78501,-17.941473
2.3,low,-31.839207,-22.987537,-23.756083,-21.769678,-1.2349226
2.4000001,high,-50.046547,-120.74074,-111.63615,-111.5539,-17.868835
2.4000001,low,-31.839207,-22.891581,-23.752764,-21.725973,-1.229923
2.5,high,-50.046547,-119.95734,-111.41182,-111.31799,-17.796198
2.5,low,-31.839207,-22.795649,-23.747894,-21.683123,-1.2249233
2.5999999,high,-50.046547,-119.17632,-111.18231,-111.07732,-17.72356
2.5999999,low,-31.839207,-22.699739,-23.741482,-21.641096,-1.2199236
2.7,high,-50.046547,-118.3977,-110.94765,-110.83192,-17.650923
2.7,low,-31.839207,-22.603853,-23.733538,-21.599863,-1.214924
2.8,high,-50.046547,-117.62146,-110.7079,-110.58183,-17.578285
2.8,low,-31.839207,-22.507992,-23.724072,-21.559395,-1.2099242
2.9000001,high,-50.046547,-116.84761,-110.46308,-110.32707,-17.505648
2.9000001,low,-31.839207,-22.412153,-23.713093,-21.519663,-1.2049246
3,high,-139.86307,-116.07616,-110.21324,-110.0677,-17.43301
3,low,4.2580352,-22.316339,-23.700609,-21.480635,-1.1999248
3.0999999,high,-139.86307,-115.30708,-109.95843,-109.80373,-17.360373
3.0999999,low,4.2580352,-22.220547,-23.686636,-21.442282,-1.1949252
3.2,high,-139.86307,-114.54041,-109.69867,-109.53521,-17.287735
3.2,low,4.2580352,-22.124779,-23.671177,-21.404577,-1.1899254
3.3,high,-139.86307,-113.77611,-109.43401,-109.26217,-17.215097
3.3,low,4.2580352,-22.029036,-23.654245,-21.367493,-1.1849258
3.4000001,high,-139.86307,-113.01421,-109.16449,-108.98465,-17.14246
3.4000001,low,4.2580352,-21.933313,-23.635849,-21.330997,-1.1799262
3.5,high,-139.86307,-112.25469,-108.89016,-108.70267,-17.069822
3.5,low,4.2580352,-21.837616,-23.615999,-21.295063,-1.1749264
3.5999999,high,-139.86307,-111.49755999999999,-108.61105,-108.41628,-16.997185
3.5999999,low,4.2580352,-21.741941,-23.594706,-21.259665,-1.1699268
3.7,high,-139.86307,-110.74282,-108.3272,-108.12551,-16.924547
3.7,low,4.2580352,-21.646292,-23.571978,-21.224771,-1.164927
3.8,high,-139.86307,-109.99047,-108.03866,-107.83039,-16.85191
3.8,low,4.2580352,-21.550665,-23.547825,-21.190359,-1.1599274
3.9000001,high,-139.86307,-109.24051,-107.74546,-107.53097,-16.779272
3.9000001,low,4.2580352,-21.455061,-23.522255,-21.156399,-1.1549277
4,high,-139.86307,-108.49294,-107.44765,-107.22726,-16.706635
4,low,4.2580352,-21.35948,-23.495283,-21.122862,-1.149928
4.0999999,high,-139.86307,-107.74775,-107.14526,-106.91933,-16.633997
4.0999999,low,4.2580352,-21.263924,-23.466913,-21.089725,-1.1449283
4.1999998,high,-139.86307,-107.00495,-106.83835,-106.60719,-16.561359
4.1999998,low,4.2580352,-21.16839,-23.437159,-21.056961,-1.1399286
4.3000002,high,-139.86307,-106.26454,-106.52694,-106.29087,-16.488722
4.3000002,low,4.2580352,-21.072882,-23.406027,-21.024544,-1.1349289
4.4000001,high,-139.86307,-105.52652,-106.21108,-105.97042,-16.416084
4.4000001,low,4.2580352,-20.977394,-23.373531,-20.992445,-1.1299292
4.5,high,-139.86307,-104.79089,-105.89081,-105.64587,-16.343447
4.5,low,4.2580352,-20.881933,-23.339678,-20.960642,-1.1249295
4.5999999,high,-139.86307,-104.05765,-105.56617,-105.31726,-16.270809
4.5999999,low,4.2580352,-20.786493,-23.304476,-20.92911,-1.1199299
4.6999998,high,-139.86307,-103.32679,-105.2372,-104.98462,-16.198172
4.6999998,low,4.2580352,-20.691078,-23.267939,-20.897821,-1.1149302
4.8000002,high,-139.86307,-102.59832,-104.90394,-104.64799,-16.125534
4.8000002,low,4.2580352,-20.595686,-23.230074,-20.866753,-1.1099305
4.9000001,high,-139.86307,-101.87225,-104.56643,-104.3074,-16.052896
4.9000001,low,4.2580352,-20.500317,-23.190893,-20.835878,-1.1049308
5,high,-139.86307,-101.14855,-104.22472,-103.96289,-15.98026
5,low,4.2580352,-20.404972,-23.150404,-20.805176,-1.0999311
5.0999999,high,-139.86307,-100.42725,-103.87884,-103.61449,-15.907622
5.0999999,low,4.2580352,-20.30965,-23.108616,-20.774618,-1.0949315
5.1999998,high,-139.86307,-99.708344,-103.52883,-103.26224,-15.834985
5.1999998,low,4.2580352,-20.214352,-23.06554,-20.744186,-1.0899317
5.3000002,high,-139.86307,-98.991814,-103.17474,-102.90617,-15.762347
5.3000002,low,4.2580352,-20.119076,-23.021185,-20.713852,-1.0849321
5.4000001,high,-139.86307,-98.277679,-102.81661,-102.54633,-15.68971
5.4000001,low,4.2580352,-20.023825,-22.975563,-20.683594,-1.0799323
5.5,high,-139.86307,-97.565933,-102.45448,-102.18274,-15.617072
5.5,low,4.2580352,-19.928596,-22.92868,-20.653389,-1.0749327
5.5999999,high,-139.86307,-96.856575,-102.08837,-101.81544,-15.544435
5.5999999,low,4.2580352,-19.833393,-22.880548,-20.623215,-1.0699331
5.6999998,high,-139.86307,-96.149605,-101.71835,-101.44447,-15.471797
5.6999998,low,4.2580352,-19.738213,-22.831179,-20.59305,-1.0649333
5.8000002,high,-139.86307,-95.445015,-101.34444,-101.06985,-15.399159
5.8000002,low,4.2580352,-19.643055,-22.780579,-20.562868,-1.0599337
5.9000001,high,-139.86307,-94.742828,-100.9667,-100.69164,-15.326522
5.9000001,low,4.2580352,-19.54792,-22.728758,-20.53265,-1.0549339
6,high,-82.534332,-94.043022,-100.58515,-100.30986,-15.253884
6,low,-70.112381,-19.45281,-22.675728,-20.502375,-1.0499343
6.0999999,high,-82.534332,-93.345604,-100.19985,-99.924553,-15.181247
6.0999999,low,-70.112381,-19.357723,-22.621496,-20.472019,-1.0449346
6.1999998,high,-82.534332,-92.650574,-99.810829,-99.535751,-15.108609
6.1999998,low,-70.112381,-19.262661,-22.566076,-20.441565,-1.0399349
6.3000002,high,-82.534332,-91.957932,-99.418121,-99.143494,-15.035972
6.3000002,low,-70.112381,-19.16762,-22.509474,-20.410986,-1.0349352
6.4000001,high,-82.534332,-91.267685,-99.02179,-98.74781,-14.963334
6.4000001,low,-70.112381,-19.072603,-22.4517,-20.380264,-1.0299355
6.5,high,-82.534332,-90.579819,-98.621857,-98.34874,-14.890697
6.5,low,-70.112381,-18.977612,-22.392765,-20.34938,-1.0249358
6.5999999,high,-82.534332,-89.894348,-98.218361,-97.94632,-14.818059
6.5999999,low,-70.112381,-18.882643,-22.332678,-20.318312,-1.0199361
6.6999998,high,-82.534332,-89.211258,-97.811356,-97.540581,-14.745421
6.6999998,low,-70.112381,-18.787697,-22.27145,-20.287041,-1.0149364
6.8000002,high,-82.534332,-88.530563,-97.400879,-97.131569,-14.672784
6.8000002,low,-70.112381,-18.692774,-22.209089,-20.255547,-1.0099367
6.9000001,high,-82.534332,-87.852249,-96.986961,-96.719307,-14.600146
6.9000001,low,-70.112381,-18.597874,-22.145607,-20.223808,-1.0049371
7,high,-82.534332,-87.176331,-96.569656,-96.303848,-14.527509
7,low,-70.112381,-18.502998,-22.081011,-20.191811,-0.99993736
7.0999999,high,-82.534332,-86.5028,-96.149002,-95.885216,-14.454871
7.0999999,low,-70.112381,-18.408148,-22.015312,-20.159531,-0.99493772
7.1999998,high,-82.534332,-85.831657,-95.725029,-95.463448,-14.382234
7.1999998,low,-70.112381,-18.313318,-21.948521,-20.126951,-0.98993802
7.3000002,high,-82.534332,-85.162895,-95.297791,-95.038582,-14.309596
7.3000002,low,-70.112381,-18.218513,-21.880646,-20.094053,-0.98493832
7.4000001,high,-82.534332,-84.496529,-94.867317,-94.610657,-14.236959
7.4000001,low,-70.112381,-18.123732,-21.811697,-20.06082,-0.97993863
7.5,high,-82.534332,-83.832558,-94.433662,-94.179703,-14.164321
7.5,low,-70.112381,-18.028975,-21.741684,-20.027233,-0.97493893
7.5999999,high,-82.534332,-83.170967,-93.996849,-93.745758,-14.091683
7.5999999,low,-70.112381,-17.934238,-21.670618,-19.993273,-0.96993929
7.6999998,high,-82.534332,-82.511765,-93.556931,-93.308868,-14.019046
7.6999998,low,-70.112381,-17.839529,-21.598507,-19.958923,-0.96493959
7.8000002,high,-82.534332,-81.85495,-93.113945,-92.869057,-13.946408
7.8000002,low,-70.112381,-17.744841,-21.525362,-19.92417,-0.9599399
7.9000001,high,-82.534332,-81.200523,-92.667938,-92.426369,-13.873771
7.9000001,low,-70.112381,-17.650177,-21.451191,-19.88899,-0.9549402
8,high,-82.534332,-80.548485,-92.218941,-91.980835,-13.801133
8,low,-70.112381,-17.555536,-21.376007,-19.853373,-0.9499405
8.1000004,high,-82.534332,-79.898834,-91.766998,-91.532494,-13.728496
8.1000004,low,-70.112381,-17.460918,-21.299814,-19.817297,-0.94494081
8.1999998,high,-82.534332,-79.251579,-91.312149,-91.081383,-13.655858
8.1999998,low,-70.112381,-17.366325,-21.22263,-19.780748,-0.93994117
8.3000002,high,-82.534332,-78.606712,-90.854439,-90.627533,-13.58322
8.3000002,low,-70.112381,-17.271755,-21.144457,-19.743713,-0.93494147
8.3999996,high,-82.534332,-77.964233,-90.393913,-90.170998,-13.510583
8.3999996,low,-70.112381,-17.177208,-21.06531,-19.706173,-0.92994177
8.5,high,-82.534332,-77.324135,-89.930595,-89.711792,-13.437945
8.5,low,-70.112381,-17.082685,-20.985195,-19.668112,-0.92494208
8.6000004,high,-82.534332,-76.686424,-89.464531,-89.249969,-13.365308
8.6000004,low,-70.112381,-16.988186,-20.904123,-19.629519,-0.91994238
8.6999998,high,-82.534332,-76.051109,-88.995773,-88.785553,-13.29267
8.6999998,low,-70.112381,-16.893709,-20.822105,-19.590374,-0.91494274
8.8000002,high,-82.534332,-75.418182,-88.524353,-88.318588,-13.220033
8.8000002,low,-70.112381,-16.799255,-20.739151,-19.550665,-0.90994298
8.8999996,high,-82.534332,-74.787643,-88.050323,-87.849113,-13.147396
8.8999996,low,-70.112381,-16.704828,-20.65527,-19.510378,-0.90494335
9,high,-120.3676,-74.159492,-87.5737,-87.377159,-13.074758
9,low,19.042952,-16.610422,-20.570469,-19.469498,-0.89994365
9.1000004,high,-120.3676,-73.533722,-87.094543,-86.902763,-13.00212
9.1000004,low,19.042952,-16.516039,-20.484762,-19.428011,-0.89494395
9.1999998,high,-120.3676,-72.910355,-86.612892,-86.425964,-12.929482
9.1999998,low,19.042952,-16.42168,-20.398157,-19.385904,-0.88994426
9.3000002,high,-120.3676,-72.28936,-86.128784,-85.9468,-12.856845
9.3000002,low,19.042952,-16.327345,-20.310663,-19.343164,-0.88494456
9.3999996,high,-120.3676,-71.670769,-85.642258,-85.465309,-12.784208
9.3999996,low,19.042952,-16.233034,-20.22229,-19.299776,-0.87994492
9.5,high,-120.3676,-71.054558,-85.153358,-84.981522,-12.71157
9.5,low,19.042952,-16.138744,-20.133049,-19.25573,-0.87494522
9.6000004,high,-120.3676,-70.440735,-84.662125,-84.495483,-12.638932
9.6000004,low,19.042952,-16.044479,-20.04295,-19.21101,-0.86994553
9.6999998,high,-120.3676,-69.829308,-84.168594,-84.007225,-12.566296
9.6999998,low,19.042952,-15.950239,-19.952,-19.165607,-0.86494583
9.8000002,high,-120.3676,-69.220261,-83.672813,-83.516777,-12.493657
9.8000002,low,19.042952,-15.856021,-19.86021,-19.119507,-0.85994613
9.8999996,high,-120.3676,-68.613609,-83.17482,-83.0242,-12.421021
9.8999996,low,19.042952,-15.761827,-19.767593,-19.072699,-0.85494649
10,high,-120.3676,-68.009338,-82.674652,-82.529503,-12.348382
10,low,19.042952,-15.667656,-19.674154,-19.025169000000002,-0.8499468
10.1,high,-120.3676,-67.407455,-82.172348,-82.032738,-12.275744
10.1,low,19.042952,-15.573508,-19.579905,-18.97691,-0.8449471
10.2,high,-120.3676,-66.807968,-81.667961,-81.533951,-12.203108
10.2,low,19.042952,-15.479384,-19.484856,-18.927908,-0.8399474
10.3,high,-120.3676,-66.210861,-81.161522,-81.033157,-12.130469
10.3,low,19.042952,-15.385284,-19.389015,-18.878153,-0.83494771
10.4,high,-120.3676,-65.61615,-80.653076,-80.530411,-12.057833
10.4,low,19.042952,-15.291207,-19.292397,-18.827633,-0.82994807
10.5,high,-120.3676,-65.023827,-80.142662,-80.025742,-11.985195
10.5,low,19.042952,-15.197154,-19.195004,-18.776339,-0.82494837
10.6,high,-120.3676,-64.433884,-79.630318,-79.519188,-11.912557
10.6,low,19.042952,-15.103124,-19.096849,-18.72426,-0.81994861
10.7,high,-120.3676,-63.846344,-79.116089,-79.010796,-11.83992
10.7,low,19.042952,-15.009118,-18.997944,-18.671391,-0.81494898
10.8,high,-120.3676,-63.261181,-78.600014,-78.500587,-11.767282
10.8,low,19.042952,-14.915134,-18.898296,-18.617714,-0.80994928
10.9,high,-120.3676,-62.678413,-78.082138,-77.988609,-11.694645
10.9,low,19.042952,-14.821176,-18.797918,-18.563227,-0.80494964
11,high,-120.3676,-62.098026,-77.562485,-77.474899,-11.622007
11,low,19.042952,-14.727239,-18.696815,-18.507915,-0.79994988
11.1,high,-120.3676,-61.520031,-77.041115,-76.959488,-11.549369
11.1,low,19.042952,-14.633327,-18.595001,-18.451775,-0.79495019
11.2,high,-120.3676,-60.944427,-76.518066,-76.442429,-11.476732
11.2,low,19.042952,-14.539437,-18.492483,-18.394796,-0.78995055
11.3,high,-120.3676,-60.371208,-75.993362,-75.923737,-11.404094
11.3,low,19.042952,-14.445572,-18.389273,-18.336967,-0.78495085
11.4,high,-120.3676,-59.800381,-75.467072,-75.403465,-11.331457
11.4,low,19.042952,-14.35173,-18.285379,-18.278286,-0.77995116
11.5,high,-120.3676,-59.231941,-74.939209,-74.881653,-11.25882
11.5,low,19.042952,-14.257912,-18.180811,-18.21874,-0.77495146
11.6,high,-120.3676,-58.665886,-74.409828,-74.358322,-11.186181
11.6,low,19.042952,-14.164116,-18.075579,-18.158323,-0.76995176
11.7,high,-120.3676,-58.102226,-73.878967,-73.833534,-11.113544
11.7,low,19.042952,-14.070345,-17.969694,-18.097029,-0.76495212
11.8,high,-120.3676,-57.540947,-73.346672,-73.307304,-11.040907
11.8,low,19.042952,-13.976597,-17.863163,-18.034849,-0.75995243
11.9,high,-120.3676,-56.982063,-72.812973,-72.779686,-10.968269
11.9,low,19.042952,-13.882873,-17.755999,-17.971777,-0.75495273
12,high,-38.075668,-56.425564,-72.277916,-72.250702,-10.895632
12,low,-26.072252,-13.789171,-17.648209,-17.907808,-0.74995303
12.1,high,-38.075668,-55.871452,-71.741547,-71.720406,-10.822993
12.1,low,-26.072252,-13.695493,-17.539804,-17.842934,-0.74495333
12.2,high,-38.075668,-55.319733,-71.203896,-71.188828,-10.750357
12.2,low,-26.072252,-13.601839,-17.430794,-17.777149,-0.7399537
12.3,high,-38.075668,-54.770397,-70.665016,-70.656006,-10.677719
12.3,low,-26.072252,-13.508208,-17.321188,-17.710447,-0.73495394
12.4,high,-38.075668,-54.223457,-70.124939,-70.121986,-10.605082
12.4,low,-26.072252,-13.414601,-17.210997,-17.642826,-0.7299543
12.5,high,-38.075668,-53.678898,-69.583702,-69.586784,-10.532444
12.5,low,-26.072252,-13.321017,-17.100227,-17.574276,-0.72495461
12.6,high,-38.075668,-53.13673,-69.041351,-69.050461,-10.459806
12.6,low,-26.072252,-13.227457,-16.988894,-17.504795,-0.71995491
12.7,high,-38.075668,-52.596954,-68.49794,-68.513046,-10.387169
12.7,low,-26.072252,-13.133921,-16.877003,-17.434378,-0.71495521
12.8,high,-38.075668,-52.059559,-67.953484,-67.974579,-10.314531
12.8,low,-26.072252,-13.040407,-16.764565,-17.363018,-0.70995551
12.9,high,-38.075668,-51.524559000000004,-67.408043,-67.435104,-10.241894
12.9,low,-26.072252,-12.946918,-16.65159,-17.290714,-0.70495588
13,high,-38.075668,-50.991943,-66.861649,-66.894638,-10.169256
13,low,-26.072252,-12.853452,-16.538088,-17.217463,-0.69995618
